4;511204.650;177859.119;231.997;ap
5;511121.181;177623.757;258.419;ap
7;510577.130;177796.700;244.670;ap
116;511195.744;177804.722;235.526;sp
117;511186.032;177739.626;240.119;ap
118;511155.428;177668.062;248.332;sp
119;511218.326;177673.721;250.792;ap
120;511172.863;177626.061;255.137;sp
121;511078.600;177634.260;262.089;sp
122;511061.422;177671.793;264.372;sp
123;511019.945;177693.474;266.738;sp
124;511010.952;177727.684;264.159;sp
125;510967.584;177735.728;266.394;sp
126;510926.597;177746.089;267.007;sp
127;510880.841;177793.979;262.825;sp
128;510823.171;177803.060;264.705;sp
129;510794.504;177770.488;261.121;sp
130;510768.455;177706.162;263.322;sp
131;510708.477;177716.153;262.785;sp
132;510686.207;177743.746;260.201;sp
133;510650.124;177743.210;255.998;sp
134;510582.623;177714.798;250.794;sp
135;510591.301;177750.457;248.352;sp
136;510567.433;177775.965;244.743;sp
1000;511200.469;177889.713;230.375;ut
1002;511202.195;177888.686;230.232;us
1003;511204.984;177890.004;229.996;us
1004;511198.722;177890.637;230.497;us
1005;511202.094;177885.747;230.445;us
1006;511198.892;177886.115;230.652;us
1007;511207.199;177884.485;230.013;t
1008;511193.691;177892.199;230.929;us
1009;511207.208;177885.513;229.952;us
1010;511194.061;177889.218;231.122;us
1011;511206.709;177883.947;230.142;us
1012;511188.036;177894.044;231.249;us
1013;511213.623;177881.178;229.194;us
1014;511189.880;177890.798;231.335;us
1015;511214.126;177882.860;229.056;us
1016;511198.242;177885.036;230.942;t
1017;511193.312;177885.247;231.412;k
1018;511200.189;177863.964;231.605;ut
1019;511201.421;177863.936;231.557;us
1020;511198.109;177864.128;231.668;us
1021;511197.338;177864.228;232.303;kv
1022;511205.435;177863.326;231.431;t
1023;511196.146;177864.563;232.491;k
1024;511195.349;177869.919;231.966;k
1025;511196.728;177871.566;231.768;kv
1026;511206.606;177863.803;231.079;t
1027;511191.183;177888.260;231.421;k
1028;511192.867;177864.456;232.838;k
1029;511185.952;177865.862;233.458;t
1030;511179.469;177843.834;235.340;t
1031;511193.493;177845.867;233.616;k
1032;511194.662;177845.758;233.518;kv
1033;511185.465;177843.006;234.658;t
1034;511195.995;177846.262;232.937;us
1035;511199.777;177846.221;232.794;us
1036;511198.060;177846.541;232.888;ut
1037;511201.724;177846.528;232.682;t
1038;511204.744;177847.512;232.292;t
1039;511176.657;177822.221;237.271;t
1040;511205.881;177848.045;232.101;t
1041;511184.069;177823.311;235.791;t
1042;511190.187;177823.334;235.061;k
1043;511191.605;177824.061;234.865;kv
1044;511193.171;177824.285;234.405;us
1045;511197.111;177824.020;234.244;us
1046;511195.194;177824.613;234.359;ut
1047;511192.536;177825.143;234.393;t
1048;511207.775;177863.078;230.923;t
1049;511210.190;177862.118;230.553;t
1050;511199.090;177821.914;234.169;t
